CustomerID,total_spend,avg_order_value,order_count,avg_quantity,avg_unit_price,avg_items_in_cart,coupon_usage_rate,bad_outcome_rate,product_diversity,recency_days,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,cluster
C18473,840.58,840.58,1,2.0,420.29,3.0,1.0,1.0,1,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C18567,365.84,365.84,1,4.0,91.46,9.0,1.0,1.0,1,647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C18583,1822.1,1822.1,1,5.0,364.42,10.0,1.0,1.0,1,681,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C18717,2793.15,2793.15,1,5.0,558.63,8.0,1.0,0.0,1,828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
C18724,616.1,616.1,1,1.0,616.1,6.0,0.0,1.0,1,387,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C18820,2573.0,2573.0,1,5.0,514.6,10.0,1.0,0.0,1,750,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
C18826,1443.3,1443.3,1,3.0,481.1,3.0,1.0,1.0,1,672,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C18944,1575.2,1575.2,1,4.0,393.8,7.0,1.0,0.0,1,893,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C18984,1767.9,1767.9,1,3.0,589.3,6.0,1.0,1.0,1,453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C19071,1352.94,1352.94,1,3.0,450.98,8.0,1.0,0.0,1,127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C19266,442.17,442.17,1,3.0,147.39,3.0,0.0,1.0,1,850,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C19368,646.44,646.44,1,2.0,323.22,7.0,0.0,0.0,1,74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C19384,351.16,351.16,1,4.0,87.79,6.0,1.0,1.0,1,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C19402,1204.68,1204.68,1,4.0,301.17,6.0,0.0,1.0,1,560,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C19439,440.34,440.34,1,1.0,440.34,2.0,1.0,0.0,1,26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C19451,2357.76,2357.76,1,4.0,589.44,5.0,0.0,1.0,1,191,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C19648,2673.44,2673.44,1,4.0,668.36,5.0,1.0,1.0,1,284,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
C19722,596.24,596.24,1,1.0,596.24,4.0,1.0,1.0,1,396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C19742,332.09,332.09,1,1.0,332.09,5.0,1.0,1.0,1,657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C19759,1176.6,1176.6,1,2.0,588.3,2.0,1.0,0.0,1,180,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C19937,438.34,438.34,1,1.0,438.34,5.0,1.0,1.0,1,36,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C20077,2372.88,2372.88,1,4.0,593.22,8.0,1.0,1.0,1,482,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
C20095,1325.06,1325.06,1,2.0,662.53,5.0,0.0,1.0,1,484,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C20124,177.46,177.46,1,2.0,88.73,5.0,0.0,0.0,1,561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C20212,1834.35,1834.35,1,3.0,611.45,4.0,1.0,0.0,1,574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C20256,1616.22,1616.22,1,3.0,538.74,6.0,1.0,0.0,1,202,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C20257,1343.9,1343.9,1,5.0,268.78,7.0,1.0,0.0,1,550,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C20286,571.9,571.9,1,1.0,571.9,1.0,1.0,0.0,1,288,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C20338,370.85,370.85,1,1.0,370.85,2.0,1.0,0.0,1,189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C20357,2077.32,2077.32,1,3.0,692.44,8.0,1.0,1.0,1,384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C20448,296.44,296.44,1,2.0,148.22,7.0,1.0,0.0,1,686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C20512,2763.12,2763.12,1,4.0,690.78,9.0,0.0,0.0,1,713,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
C20624,479.56,479.56,1,1.0,479.56,1.0,1.0,1.0,1,108,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C20643,2011.96,2011.96,1,4.0,502.99,4.0,1.0,0.0,1,501,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C20670,935.82,935.82,1,2.0,467.91,5.0,1.0,1.0,1,448,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C20731,1777.76,1777.76,1,4.0,444.44,8.0,1.0,1.0,1,774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C20752,572.13,572.13,1,1.0,572.13,4.0,1.0,1.0,1,557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C20817,3078.35,3078.35,1,5.0,615.67,6.0,1.0,0.0,1,777,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
C20861,2441.75,2441.75,1,5.0,488.35,9.0,1.0,1.0,1,43,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
C20881,1288.1,1288.1,1,2.0,644.05,5.0,1.0,1.0,1,714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C20977,1740.48,1740.48,1,4.0,435.12,9.0,1.0,0.0,1,751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C21043,694.5,694.5,1,1.0,694.5,3.0,1.0,0.0,1,348,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C21126,107.04,107.04,1,1.0,107.04,6.0,1.0,1.0,1,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C21147,335.1,335.1,1,1.0,335.1,6.0,1.0,0.0,1,746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C21167,2235.6,2235.6,1,4.0,558.9,9.0,1.0,0.0,1,871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
C21181,1350.2,1350.2,1,2.0,675.1,4.0,1.0,0.0,1,450,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C21191,647.77,323.885,2,1.5,243.39499999999998,2.0,1.0,0.0,2,46,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,5
C21227,590.87,590.87,1,1.0,590.87,6.0,1.0,1.0,1,874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C21437,222.73,222.73,1,1.0,222.73,4.0,0.0,1.0,1,417,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C21665,1700.72,1700.72,1,4.0,425.18,8.0,1.0,1.0,1,640,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C21905,298.06,298.06,1,1.0,298.06,3.0,1.0,0.0,1,558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C21944,297.75,297.75,1,5.0,59.55,6.0,0.0,0.0,1,482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C21953,250.46,250.46,1,2.0,125.23,3.0,1.0,1.0,1,285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C22101,265.2,265.2,1,2.0,132.6,4.0,1.0,1.0,1,840,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C22123,672.89,672.89,1,1.0,672.89,1.0,1.0,0.0,1,646,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C22167,2178.3,2178.3,1,5.0,435.66,9.0,0.0,0.0,1,681,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C22429,604.8,604.8,1,4.0,151.2,9.0,1.0,0.0,1,730,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C22534,529.19,529.19,1,1.0,529.19,5.0,0.0,1.0,1,893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C22657,1901.91,1901.91,1,3.0,633.97,7.0,1.0,0.0,1,551,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
C22783,2771.64,2771.64,1,4.0,692.91,9.0,1.0,0.0,1,293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
C22919,195.86,195.86,1,1.0,195.86,3.0,0.0,0.0,1,52,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C22981,472.2,472.2,1,3.0,157.4,7.0,1.0,1.0,1,442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C22991,252.68,252.68,1,1.0,252.68,1.0,0.0,1.0,1,92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C23279,87.34,87.34,1,2.0,43.67,4.0,1.0,1.0,1,707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C23334,331.06,331.06,1,1.0,331.06,5.0,1.0,0.0,1,411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C23405,2780.4,2780.4,1,4.0,695.1,8.0,0.0,1.0,1,312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
C23555,1633.44,1633.44,1,4.0,408.36,4.0,1.0,1.0,1,624,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C23637,553.56,553.56,1,1.0,553.56,5.0,0.0,1.0,1,762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C23899,1358.45,1358.45,1,5.0,271.69,7.0,1.0,1.0,1,97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C23917,127.55,127.55,1,1.0,127.55,3.0,1.0,0.0,1,796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C23947,120.98,120.98,1,1.0,120.98,6.0,1.0,0.0,1,775,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C23978,576.35,576.35,1,1.0,576.35,1.0,1.0,1.0,1,274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C24047,937.8,937.8,1,4.0,234.45,9.0,1.0,1.0,1,787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C24212,322.08,322.08,1,3.0,107.36,5.0,1.0,0.0,1,632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C24301,1284.08,1284.08,1,2.0,642.04,4.0,1.0,0.0,1,248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C24347,646.9,646.9,1,2.0,323.45,5.0,1.0,1.0,1,135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C24369,1079.19,1079.19,1,3.0,359.73,7.0,1.0,1.0,1,475,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C24751,2506.3,2506.3,1,5.0,501.26,10.0,1.0,0.0,1,572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C24765,719.72,719.72,1,2.0,359.86,4.0,0.0,1.0,1,362,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C24769,57.1,57.1,1,2.0,28.55,7.0,1.0,0.0,1,604,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C24884,260.26,260.26,1,1.0,260.26,5.0,1.0,0.0,1,344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C24901,299.7,299.7,1,3.0,99.9,8.0,1.0,0.0,1,788,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C25110,126.42,126.42,1,2.0,63.21,4.0,1.0,1.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C25123,629.21,629.21,1,1.0,629.21,2.0,1.0,0.0,1,767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C25149,1054.48,1054.48,1,4.0,263.62,5.0,1.0,0.0,1,641,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C25162,688.36,688.36,1,2.0,344.18,7.0,0.0,0.0,1,600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C25268,665.11,665.11,1,1.0,665.11,3.0,1.0,0.0,1,119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C25276,3313.9,3313.9,1,5.0,662.78,9.0,1.0,0.0,1,767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
C25316,79.06,79.06,1,2.0,39.53,3.0,1.0,0.0,1,369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C25382,454.35,454.35,1,5.0,90.87,5.0,0.0,0.0,1,738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C25406,161.24,161.24,1,1.0,161.24,3.0,1.0,0.0,1,195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C25445,658.5,658.5,1,5.0,131.7,8.0,1.0,0.0,1,153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C25503,211.14,211.14,1,2.0,105.57,5.0,1.0,1.0,1,566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C25534,984.2,984.2,1,5.0,196.84,5.0,1.0,0.0,1,890,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C25580,1563.36,1563.36,1,4.0,390.84,9.0,1.0,1.0,1,852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C25587,48.4,48.4,1,4.0,12.1,8.0,0.0,1.0,1,204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C25783,1253.4,1253.4,1,5.0,250.68,8.0,1.0,0.0,1,101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C25841,904.65,904.65,1,3.0,301.55,5.0,1.0,0.0,1,398,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
C25918,666.95,666.95,1,5.0,133.39,6.0,1.0,0.0,1,698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C25967,1709.8,1709.8,1,5.0,341.96,6.0,0.0,0.0,1,532,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C26118,144.78,144.78,1,2.0,72.39,7.0,1.0,0.0,1,828,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C26137,856.18,856.18,1,2.0,428.09,6.0,0.0,1.0,1,111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C26152,972.7,972.7,1,2.0,486.35,6.0,1.0,0.0,1,382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C26163,625.1,625.1,1,5.0,125.02,9.0,1.0,0.0,1,363,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C26188,618.68,618.68,1,1.0,618.68,6.0,1.0,0.0,1,803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C26210,1334.25,1334.25,1,3.0,444.75,6.0,1.0,0.0,1,582,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C26223,657.07,657.07,1,1.0,657.07,4.0,1.0,0.0,1,270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
C26340,369.2,369.2,1,2.0,184.6,7.0,1.0,0.0,1,475,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C26364,1314.24,1314.24,1,4.0,328.56,4.0,1.0,1.0,1,807,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C26445,1500.24,1500.24,1,3.0,500.08,6.0,0.0,1.0,1,732,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C26637,869.8,869.8,1,5.0,173.96,8.0,1.0,0.0,1,670,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C26718,1052.36,1052.36,1,4.0,263.09,8.0,1.0,0.0,1,152,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C26767,303.6,303.6,1,1.0,303.6,5.0,1.0,0.0,1,691,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C26817,268.56,268.56,1,2.0,134.28,2.0,0.0,1.0,1,90,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
C26966,1872.9,1872.9,1,5.0,374.58,10.0,1.0,1.0,1,787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2
C27070,2612.52,2612.52,1,4.0,653.13,8.0,1.0,0.0,1,267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
C27072,463.11,463.11,1,3.0,154.37,4.0,0.0,0.0,1,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C27078,1181.9,1181.9,1,5.0,236.38,7.0,0.0,1.0,1,241,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
C27202,3267.35,3267.35,1,5.0,653.47,10.0,1.0,1.0,1,316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
C27203,1040.85,1040.85,1,5.0,208.17,6.0,1.0,1.0,1,866,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C27305,1390.58,1390.58,1,2.0,695.29,6.0,1.0,0.0,1,341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C27401,1619.73,1619.73,1,3.0,539.91,8.0,0.0,0.0,1,219,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
C27430,474.25,474.25,1,5.0,94.85,6.0,1.0,0.0,1,147,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C27435,2104.9,2104.9,1,5.0,420.98,7.0,1.0,0.0,1,400,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
C27438,70.32,70.32,1,1.0,70.32,4.0,1.0,1.0,1,598,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7
C27613,2462.6,2462.6,1,4.0,615.65,9.0,1.0,0.0,1,369,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
